pk_id_altmetrics_info,version,date_from,date_to,id,"title","journal_title","author",publication_date,"doi","detail_url"
315,1,1900-01-01 00:00:00,2200-01-01 00:00:00,315,"Small ruminant value chain development in Doyogena, Ethiopia",,"International Livestock Research Institute; International Center for Agricultural Research in the Dry Areas",2017-04-15 00:00:00,,"https://www.altmetric.com/details/5922175"
316,1,1900-01-01 00:00:00,2200-01-01 00:00:00,316,"Small ruminant value chain development in Bonga, Ethiopia",,"International Livestock Research Institute; International Center for Agricultural Research in the Dry Areas",2017-04-15 00:00:00,,"https://www.altmetric.com/details/19582991"
317,1,1900-01-01 00:00:00,2200-01-01 00:00:00,317,"Small ruminant value chain development in Atsbi, Ethiopia",,"International Livestock Research Institute; International Center for Agricultural Research in the Dry Areas",2017-04-15 00:00:00,,"https://www.altmetric.com/details/5922172"
318,1,1900-01-01 00:00:00,2200-01-01 00:00:00,318,"Simple smokers to improve traditional dairy products",,"Wieland, Barbara; Hilali, M. El-Dine; Rischkowsky, Barbara A.",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20308134"
319,1,1900-01-01 00:00:00,2200-01-01 00:00:00,319,"Select effective fasciolicides to control sheep liver fluke",,"Abebe, A.",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20165370"
320,1,1900-01-01 00:00:00,2200-01-01 00:00:00,320,"Seasonal patterns of dengue fever and associated climate factors in 4 provinces in Vietnam from 1994 to 2013","BMC Infectious Diseases","Hu Suk Lee, Hung Nguyen-Viet, Vu Sinh Nam, Lee, M., Won, S., Phuc Pham Duc and Grace, D.",2017-03-20 00:00:00,"10.1186/s12879-017-2326-8","https://www.altmetric.com/details/18358450"
321,1,1900-01-01 00:00:00,2200-01-01 00:00:00,321,"Responsible use of antimicrobials in small ruminants",,"Wieland, Barbara; Desta, Hiwot; Alemayehu, Gezahegn; Alemu, Biruk",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20103131"
322,1,1900-01-01 00:00:00,2200-01-01 00:00:00,322,"Report of the Maziwa Zaidi Policy Forum on inclusive investment opportunities in Tanzania’s dairy value chains: Exploiting the evidence, Dar es Salaam, 23-24 May 2017",,"Ballantyne, Peter; Omore, Amos; Twine, Edgar; Kawuma, B.; Becon, M.",2017-06-30 00:00:00,,"https://www.altmetric.com/details/21842533"
323,1,1900-01-01 00:00:00,2200-01-01 00:00:00,323,"Reducing lamb and kid mortality",,"Wieland, Barbara; Desta, Hiwot; Alemayehu, Gezahegn; Alemu, Biruk",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20103127"
324,1,1900-01-01 00:00:00,2200-01-01 00:00:00,324,"Public and private sustainability standards in the oil palm sector: Compliance barriers facing Indonesia's independent oil palm smallholders",,"Komarudin, Heru; Andrianto, Agus; Schoneveld, George; Okarda, Beni",2017-01-01 00:00:00,"10.17528/cifor/006556","https://www.altmetric.com/details/23403740"
325,1,1900-01-01 00:00:00,2200-01-01 00:00:00,325,"Perception of climate change and adaptation strategies in Vietnam","International Journal of Climate Change Strategies and Management","Pede, Valerian Olivier; Mishra, Ashok K.",2017-08-21 00:00:00,"10.1108/ijccsm-01-2017-0014","https://www.altmetric.com/details/28756394"
326,1,1900-01-01 00:00:00,2200-01-01 00:00:00,326,"Pasteurization to improve traditional dairy products",,"Wieland, Barbara; Hilali, M. El-Dine; Rischkowsky, Barbara A.",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20308133"
327,1,1900-01-01 00:00:00,2200-01-01 00:00:00,327,"Off-grid solar milk cooling systems offer technical and market opportunities for remote dairy producers",,"Omore, Amos; Lukuyu, J.; Blanchard, R.",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20854707"
328,1,1900-01-01 00:00:00,2200-01-01 00:00:00,328,"Monitoring population diet quality and nutrition status with household consumption and expenditure surveys: suggestions for a Bangladesh baseline","Food Security","Fiedler, John L.; Lividini, Keith",2017-01-14 00:00:00,"10.1007/s12571-016-0631-5","https://www.altmetric.com/details/15951730"
329,1,1900-01-01 00:00:00,2200-01-01 00:00:00,329,"Monitoring and evaluation of climate resilience for agricultural development – A review of currently available tools","World Development Perspectives","Barron, J.; Debevec, Liza; Barron, Jennie; Douxchamps, Sabine; Douxchamps, S.; Debevec, L.; Giordano, Meredith; Jennie, Barron; Giordano, M.",2017-03-01 00:00:00,"10.1016/j.wdp.2017.02.001","https://www.altmetric.com/details/20165502"
330,1,1900-01-01 00:00:00,2200-01-01 00:00:00,330,"Milk fat separation to accelerate butter production and reduce labour",,"Wieland, Barbara; Hilali, M. El-Dine; Rischkowsky, Barbara A.",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20308131"
331,1,1900-01-01 00:00:00,2200-01-01 00:00:00,331,"Mechanization outsourcing clusters and division of labor in Chinese agriculture","China Economic Review (13506390)","Yang, Jin; Zhang, Xiaobo; Thomas, Reardon",2017-02-01 00:00:00,"10.1016/j.chieco.2017.01.012","https://www.altmetric.com/details/16653258"
332,1,1900-01-01 00:00:00,2200-01-01 00:00:00,332,"Maziwa Zaidi—Lessons for ASDP-2 Component 2",,"Omore, Amos; Kurwijila, Lusato; Twine, Edgar",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20850194"
333,1,1900-01-01 00:00:00,2200-01-01 00:00:00,333,"Maziwa Zaidi (More Milk) in Tanzania: Improved forages in Lushoto have wide adoption potential",,"Ndah, Hycenth Tim; Paul, Birthe; Nkwain, Vandoline; Nzogela, Beatus; Schuler, Johannes",2017-01-01 00:00:00,,"https://www.altmetric.com/details/20787848"
334,1,1900-01-01 00:00:00,2200-01-01 00:00:00,334,"Maziwa Zaidi (More Milk) in Tanzania: Improved forages can boost milk production in Tanzania’s Highlands",,"Mwendia, Solomon; Paul, Birthe; Nzogela, Beatus; Lissu, Cyril; Sommer, Rolf",2017-04-01 00:00:00,,"https://www.altmetric.com/details/20787850"
335,1,1900-01-01 00:00:00,2200-01-01 00:00:00,335,"Maziwa Zaidi - Lessons for ASDP-2 Component 3",,"Omore, Amos; Kurwijila, Lusato; Twine, Edgar",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20854709"
336,1,1900-01-01 00:00:00,2200-01-01 00:00:00,336,"Livestock health priorities in the Tanzania livestock master plan",,"Gebru, G.; Maziku, M.; Stapleton, J.",2017-10-15 00:00:00,,"https://www.altmetric.com/details/27607393"
337,1,1900-01-01 00:00:00,2200-01-01 00:00:00,337,"Irrigated Improved forages for smallholder dairy in Kilosa, Mvomero and Babati Districts, Tanzania",,"Ngunga, D.; Mwilawa, A.; Lukuyu, Ben",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20854706"
338,1,1900-01-01 00:00:00,2200-01-01 00:00:00,338,"Integrated herd health approach to reduce impact of respiratory diseases",,"Wieland, Barbara; Desta, Hiwot; Alemayehu, Gezahegn; Alemu, Biruk",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20165364"
339,1,1900-01-01 00:00:00,2200-01-01 00:00:00,339,"Innovation platforms for information sharing, market access and nurturing of smaller innovation platforms",,"Omore, Amos; Maina, M.; Cadilhon, Jo; Kago, K.M.",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20850193"
340,1,1900-01-01 00:00:00,2200-01-01 00:00:00,340,"Improving the reproductive performance of small ruminants",,"Wieland, Barbara; Desta, Hiwot; Alemayehu, Gezahegn; Alemu, Biruk",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20103130"
341,1,1900-01-01 00:00:00,2200-01-01 00:00:00,341,"How comparable are cross-country data on agricultural public expenditures?","Global Food Security","Anson, Richard; Mogues, Tewodaj",2017-09-01 00:00:00,"10.1016/j.gfs.2017.09.001","https://www.altmetric.com/details/26474227"
342,1,1900-01-01 00:00:00,2200-01-01 00:00:00,342,"Household Exposure to Livestock and Health in the CHILILAB HDSS Cohort, Vietnam","Asia-Pacific Journal of Public Health","Sinh Dang-Xuan, MacDonald, L.E., Schurer, J.M., Hung Nguyen-Viet and Phuc Pham-Duc.",2017-07-18 00:00:00,"10.1177/1010539517712758","https://www.altmetric.com/details/22269376"
343,1,1900-01-01 00:00:00,2200-01-01 00:00:00,343,"Harvesting more grain zinc of wheat for human health","Scientific Reports","Chen, XP; Zhang, YQ; Tong, YP; Xue, YF; Liu, DY; Zhang, W; Deng, Y; Meng, QF; Yue, SC; Yan, P; Cui, ZL; Shi, XJ; Guo, SW; Sun, YX; Ye, YL; Wang, ZH; Jia, LL; Ma, WQ; He, MR; Zhang, XY; Kou, CL; Li, YT; Tan, DS; Cakmak, I; Zhang, FS; Zou, CQ.",2017-08-01 00:00:00,"10.1038/s41598-017-07484-2","https://www.altmetric.com/details/23388039"
344,1,1900-01-01 00:00:00,2200-01-01 00:00:00,344,"Getting by in the dry season—Ololilis in Tanzania",,"Lukuyu, Ben; Galie, Alessandra",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20850192"
345,1,1900-01-01 00:00:00,2200-01-01 00:00:00,345,"Genetic impact of Rht dwarfing genes on grain micronutrients concentration in wheat","Field Crops Research","Guzmán, Carlos; Huerta, Julio; Velu, Govindan; Singh, Ravi P.",2017-12-01 00:00:00,"10.1016/j.fcr.2017.09.030","https://www.altmetric.com/details/27212870"
346,1,1900-01-01 00:00:00,2200-01-01 00:00:00,346,"Gendered perspectives on smallholder cattle production and health management in three sites in Tanzania",,"Mattioli, R.C.; Wieland, Barbara; Distefano, F.; Kangogo, D.; Galiè, Alessandra; Baltenweck, Isabelle",2017-12-01 00:00:00,"10.19268/jgafs.232017.3","https://www.altmetric.com/details/31637700"
347,1,1900-01-01 00:00:00,2200-01-01 00:00:00,347,"Gender-differences in Agro-Climate Information Services (Findings from ACIS baseline survey in Ha Tinh and Dien Bien provinces, Vietnam)",,"Smith, Abigail; Simelton, Elisabeth; Duong, Minh Tuan; Coulier, Miguel; Le, Tam Thi",2017-09-18 00:00:00,,"https://www.altmetric.com/details/26435512"
348,1,1900-01-01 00:00:00,2200-01-01 00:00:00,348,"Gender perceptions of livestock ownership and their implications for food security",,"Galie, Alessandra",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20850195"
349,1,1900-01-01 00:00:00,2200-01-01 00:00:00,349,"Gender matters in small ruminant value chain transformation in Ethiopia",,"Mulema, Annet; Kinati, Wole",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20165368"
350,1,1900-01-01 00:00:00,2200-01-01 00:00:00,350,"Formal versus informal: Efficiency, inclusiveness and financing of dairy value chains in Indian Punjab","Journal of Rural Studies","Khan, Md. Tajuddin; Birthal,  Pratap Singh; Chaudhary, Khyali R.; Chand, Ramesh; Joshi, Pramod Kumar; Saxena, Raka; Rajkhowa, Pallavi; Khan, Mohd. Arshad",2017-08-01 00:00:00,"10.1016/j.jrurstud.2017.06.009","https://www.altmetric.com/details/21876183"
351,1,1900-01-01 00:00:00,2200-01-01 00:00:00,351,"Fodder market opportunities for smallholder dairying in Tanzania",,"Njehu, A.; Omore, Amos; Mwilawa, A.; Rao, E.J.O.; Lukuyu, M.; Lukuyu, Ben",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20854711"
352,1,1900-01-01 00:00:00,2200-01-01 00:00:00,352,"Factors influencing maternal nutrition practices in a large scale maternal, newborn and child health program in Bangladesh","PLoS ONE","Menon, Purnima; Nguyen, Phuong Hong; Aktar, Bachera; Tran, Lan Mai; Afsana, Kaosar; Mahmud, Zeba; Sanghvi, Tina; Kim, Sunny S.",2017-07-10 00:00:00,"10.1371/journal.pone.0179873","https://www.altmetric.com/details/21786739"
353,1,1900-01-01 00:00:00,2200-01-01 00:00:00,353,"Do low-income households in Tanzania derive income and nutrition benefits from dairy innovations?",,"Kidoido, Michael; Korir, L.",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20850191"
354,1,1900-01-01 00:00:00,2200-01-01 00:00:00,354,"Desho grass to feed livestock in mid to high altitudes",,"Wamatu, J.; Asmare, B.; Rischkowsky, B.",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20103129"
355,1,1900-01-01 00:00:00,2200-01-01 00:00:00,355,"Développement participatif d'un plan de gestion durable de la chasse villageoise: Guide pratique et exemples d'application en Afrique centrale (Guide 2)",,"Van Vliet N., Cornelis D., Ratiarison S., Bivigou A., Ampolo A., Tokate F., Sandrin F., Le Bel S., Nguinguiri J-C.",2017-01-01 00:00:00,"10.17528/cifor/006489","https://www.altmetric.com/details/26716989"
356,1,1900-01-01 00:00:00,2200-01-01 00:00:00,356,"Dairy cultures to improve the quality of traditional dairy products.",,"Wieland, Barbara; Hilali, M. El-Dine; Rischkowsky, Barbara A.",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20308128"
357,1,1900-01-01 00:00:00,2200-01-01 00:00:00,357,"Community-based control of gastro-intestinal tract parasites",,"Wieland, Barbara; Desta, Hiwot; Alemayehu, Gezahegn; Alemu, Biruk",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20308140"
358,1,1900-01-01 00:00:00,2200-01-01 00:00:00,358,"Coenurosis control – break the cycle",,"Wieland, Barbara; Desta, Hiwot; Alemayehu, Gezahegn; Alemu, Biruk",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20103128"
359,1,1900-01-01 00:00:00,2200-01-01 00:00:00,359,"Climate-Smart Agriculture in Nepal: Champion technologies and their pathways for scaling up",,"Chaudhari, Pashupati; Poudel, Bikash; Khatri-Chhetri, Arun; Khanal, Ram Chandra; Bhatta, Kiran",2017-06-27 00:00:00,,"https://www.altmetric.com/details/21453199"
360,1,1900-01-01 00:00:00,2200-01-01 00:00:00,360,"Climate smartness of GIZ soil protection and rehabilitation technologies in Maharashtra, India: Rapid assessment report",,"Sommer, Rolf; Birnholz, Celine; Chandrappagari, Suvarna; Koge, Jessica; Braslow, Juliet",2017-01-01 00:00:00,,"https://www.altmetric.com/details/17597756"
361,1,1900-01-01 00:00:00,2200-01-01 00:00:00,361,"Climate smartness of GIZ soil protection and rehabilitation technologies in Ethiopia: Rapid assessment report",,"Paul, Birthe; Sommer, Rolf; Birnholz, Celine; Snyder, Katherine; Gurmessa, Biyensa; Koge, Jessica; Braslow, Juliet; Notenbaert, An Maria Omer",2017-01-01 00:00:00,,"https://www.altmetric.com/details/17597752"
362,1,1900-01-01 00:00:00,2200-01-01 00:00:00,362,"Building improved market facilities",,"Tesfahun, G.",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20165365"
363,1,1900-01-01 00:00:00,2200-01-01 00:00:00,363,"Better hygienic practices to improve small ruminant meat quality",,"Wieland, Barbara; Rischkowsky, B.; Grace, Delia; Roesel, Kristina",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20047844"
364,1,1900-01-01 00:00:00,2200-01-01 00:00:00,364,"Better hygienic milking practices to improve goat milk quality",,"Wieland, Barbara; Hilali, M. El-Dine; Haile, Aynalem; Grace, Delia; Rischkowsky, Barbara A.; Roesel, Kristina",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20047843"
365,1,1900-01-01 00:00:00,2200-01-01 00:00:00,365,"Assessment of potential CSA options for future agriculture production in the South Central Coast region of Vietnam",,"CGIAR Research Program on Climate Change, Agriculture and Food Security",2017-06-01 00:00:00,,"https://www.altmetric.com/details/20931299"
366,1,1900-01-01 00:00:00,2200-01-01 00:00:00,366,"Assessing sustainability of milk production farm in Tanzania",,"Kurwijila, Lusato; Munyaneza, Celestin; Mdoe, N.S.Y.; Baltenweck, Isabelle; Twine, Edgar",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20854710"
367,1,1900-01-01 00:00:00,2200-01-01 00:00:00,367,"Assessing and strengthening the gender capacities of value chain actors and partners in Ethiopia",,"Mulema, Annet; Kinati, Wole",2017-05-01 00:00:00,,"https://www.altmetric.com/details/20165366"
368,1,1900-01-01 00:00:00,2200-01-01 00:00:00,368,"Analyzing REDD+ as an experiment of transformative climate governance: Insights from Indonesia","Environmental Science & Policy","Maharani, Anna Cynthia; Korhonen-Kurki, Kaisa; Moeliono, Moira; Dwisatrio, Bimo",2017-07-01 00:00:00,"10.1016/j.envsci.2017.03.014","https://www.altmetric.com/details/20363549"
369,1,1900-01-01 00:00:00,2200-01-01 00:00:00,369,"“We do not bury dead livestock like human beings”: Community behaviors and risk of Rift Valley Fever virus infection in Baringo County, Kenya","PLoS Neglected Tropical Diseases","Mutua, E.N., Bukachi, S.A., Bett, B.K., Estambale, B.A. and Nyamongo, I.K.",2017-05-24 00:00:00,"10.1371/journal.pntd.0005582","https://www.altmetric.com/details/20492885"
370,1,1900-01-01 00:00:00,2200-01-01 00:00:00,370,"Tree Growth Rings in Tropical Peat Swamp Forests of Kalimantan, Indonesia","Forests (19994907)","Herawati, Hety; Martius, Georg",2017-09-09 00:00:00,"10.3390/f8090336","https://www.altmetric.com/details/25011058"
371,1,1900-01-01 00:00:00,2200-01-01 00:00:00,371,"The broiler meat system in Nairobi, Kenya: using a value chain framework to understand animal and product flows, governance and sanitary risks","Preventive Veterinary Medicine","Rushton, Jonathan; Fèvre, Eric M.; Häsler, Barbara; Onono, Joshua; Muinde, Patrick; Carron, Maud; Alarcon, Pablo; Karani, Maurice; Akoko, James",2017-08-01 00:00:00,"10.1016/j.prevetmed.2017.08.013","https://www.altmetric.com/details/24786813"
372,1,1900-01-01 00:00:00,2200-01-01 00:00:00,372,"QTL Mapping of Grain Zn and Fe Concentrations in Two Hexaploid Wheat RIL Populations with Ample Transgressive Segregation","Frontiers in Plant Science","Stangoulis, J; Hao, J; Singh, RP; Govindan, V; Crespo-Herrera, LA",2017-10-18 00:00:00,"10.3389/fpls.2017.01800","https://www.altmetric.com/details/27605284"
373,1,1900-01-01 00:00:00,2200-01-01 00:00:00,373,"Potential trajectories of old-growth Neotropical forest functional composition under climate change","Ecography","Vilchez-Mendoza, Sergio; Vierling, Lee A.; Chain Guadarrama, Adina; Finegan, Bryan; Imbach, Pablo",2017-02-01 00:00:00,"10.1111/ecog.02637","https://www.altmetric.com/details/16462033"
374,1,1900-01-01 00:00:00,2200-01-01 00:00:00,374,"Locus of control and technology adoption in developing country agriculture: Evidence from Ethiopia","Journal of Economic Behavior & Organization","Blalock, Garrick; Abay, Kibrom A.; Berhane, Guush",2017-11-01 00:00:00,"10.1016/j.jebo.2017.09.012","https://www.altmetric.com/details/26901039"
375,1,1900-01-01 00:00:00,2200-01-01 00:00:00,375,"Influence of shaded systems on Xylosandrus compactus infestation in Robusta coffee along a rainfall gradient in Uganda","Agricultural & Forest Entomology","Kagezi H., Godfrey; Vaast, Philippe; Bukomeko, Hannington; Jassogne, Laurence; Mukasa, David",2017-11-02 00:00:00,"10.1111/afe.12265","https://www.altmetric.com/details/28352137"
376,1,1900-01-01 00:00:00,2200-01-01 00:00:00,376,"Grazing systems expansion and intensification: Drivers, dynamics, and trade-offs","Global Food Security","Godde, Cécile; Garnett, Tara; Ash, Andrew J.; Thornton, Philip K.; Herrero, Mario",2017-12-01 00:00:00,"10.1016/j.gfs.2017.11.003","https://www.altmetric.com/details/30679913"
377,1,1900-01-01 00:00:00,2200-01-01 00:00:00,377,"Diagnostic tools for human African trypanosomiasis elimination and clinical trials: The DiTECT-HAT project.","BMJ Global Health Journal","Lejon, V., Ilboudo, H., Mumba, D., Camara, M., Kaba, D., Lumbala, C., Fèvre, E., Jamonneau, V., Bucheton, B. and Büscher, P.",2017-02-01 00:00:00,"10.1136/bmjgh-2016-000260.17","https://www.altmetric.com/details/16553780"
378,1,1900-01-01 00:00:00,2200-01-01 00:00:00,378,"Climate-based suitability assessment for alternate wetting and drying water management in the Philippines: a novel approach for mapping methane mitigation potential in rice production","Carbon Management","Wassmann, Reiner; Palao, Leo Kris; Nelson, Andrew; Sander, Bjoern Ole",2017-07-04 00:00:00,"10.1080/17583004.2017.1362945","https://www.altmetric.com/details/24787198"
379,1,1900-01-01 00:00:00,2200-01-01 00:00:00,379,"Climate services for agriculture in Rwanda: What farmers know about climate information services in Rwanda",,"Mutua, Mercy; Kagabo, Desire M; Birachi, Eliud A; Coulibaly, Jeanne Y; Hansen, James",2017-08-11 00:00:00,,"https://www.altmetric.com/details/23893009"
380,1,1900-01-01 00:00:00,2200-01-01 00:00:00,380,"Climate change mitigation through intensified pasture management: Estimating greenhouse gas emissions on cattle farms in the Brazilian Amazon","Journal of Cleaner Production","Bogaerts, Meghan; Newton, Peter; Costa Junior, Ciniro; Rodkin, Mikaela; Robinson, Ian; Hajjar, Reem; Cirhigiri, Lora",2017-06-15 00:00:00,"10.1016/j.jclepro.2017.06.130","https://www.altmetric.com/details/22269369"
381,1,1900-01-01 00:00:00,2200-01-01 00:00:00,381,"Cadangan karbon di lahan gambut",,"Sasmito, Sigit; Murdiyarso, Daniel; Hergoualc'h, Kristell",2017-01-01 00:00:00,"10.17528/cifor/006440","https://www.altmetric.com/details/19737188"
382,1,1900-01-01 00:00:00,2200-01-01 00:00:00,382,"Bio-economic evaluation and optimization of livestock intensification in the Central Highlands of Vietnam.",,"Paul, Birthe; Groot, Jeroen; Birnholz, Celine; Tan Khanh, Truong; Bolliger, Adrian",2017-02-08 00:00:00,,"https://www.altmetric.com/details/16111011"
383,1,1900-01-01 00:00:00,2200-01-01 00:00:00,383,"A Descriptive Plantation Typology and Coding System to Aid the Analysis of Ecological and Socio-Economic Outcomes","Current Forestry Reports","D'Amato, D., Malkamäki, A., Hogarth, N.J., Baral, H.",2017-01-01 00:00:00,"10.1007/s40725-017-0066-z","https://www.altmetric.com/details/24476151"
384,1,1900-01-01 00:00:00,2200-01-01 00:00:00,384,"Women's empowerment in agriculture: Implications for technical efficiency in rural Bangladesh","Agricultural Economics","Seymour, Gregory",2017-01-25 00:00:00,"10.1111/agec.12352","https://www.altmetric.com/details/16082605"
385,1,1900-01-01 00:00:00,2200-01-01 00:00:00,385,"Well-facilitated and inclusive multi-stakeholder processes contribute to more effective dairy value chain development in Tanzania",,"Omore, Amos; Klerkx, Laurens; Leeuwis, C.; Baltenweck, Isabelle; Githinji, J.W.K.; Kilelu, C.",2017-05-23 00:00:00,,"https://www.altmetric.com/details/21541633"
386,1,1900-01-01 00:00:00,2200-01-01 00:00:00,386,"Understanding the role of intersectoral convergence in the delivery of essential maternal and child nutrition interventions in Odisha, India: a qualitative study","BMC Public Health","Singh, Kavita; van den Bold, Mara; Ved, Rajani; Menon, Purnima; Avula, Rasmi; Kohli, Neha; Kadiyala, Suneetha; Kim, Sunny S.",2017-02-02 00:00:00,"10.1186/s12889-017-4088-z","https://www.altmetric.com/details/16198069"
387,1,1900-01-01 00:00:00,2200-01-01 00:00:00,387,"Triple wins' or 'triple faults'? Analysing policy discourse on climate-smart agriculture (CSA)",,"Nightingale, Andrea; Thompson, John; Naess, Lars Otto; Karlsson, Linus",2017-04-19 00:00:00,,"https://www.altmetric.com/details/19624165"
388,1,1900-01-01 00:00:00,2200-01-01 00:00:00,388,"Towards solutions for year round feed availability: Experiences on Innovation platform and value chain approaches in Lushoto District, Tanzania",,"Molleland, R.P.; Mangesho, Walter E; Loina, R.; Bwire, J.M.N.; Mngulu, S.Z.",2017-05-23 00:00:00,,"https://www.altmetric.com/details/21541613"
389,1,1900-01-01 00:00:00,2200-01-01 00:00:00,389,"Towards Formalisation of the Dairy Development Forum in Tanzania: Lessons from other countries",,"Omore, Amos; Kurwijila, Lusato; Twine, Edgar",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20939724"
390,1,1900-01-01 00:00:00,2200-01-01 00:00:00,390,"Tillage and fertilizer effect on maize and soybean yields in the Guinea savanna zone of Ghana","Agriculture & Food Security","Kuzie, Martin; Derigubah, Mavis; Segtaa, James Vuuro; Zougmore, Robert B.; Ibrahim, Hachim; Oue?draogo, Mathieu; Buah, Saaka; Bayala, Jules",2017-06-10 00:00:00,"10.1186/s40066-017-0094-8","https://www.altmetric.com/details/21091191"
391,1,1900-01-01 00:00:00,2200-01-01 00:00:00,391,"The Rapid Expansion of Herbicide Use in Smallholder Agriculture in Ethiopia: Patterns, Drivers, and Implications","European Journal of Development Research","Tamru, Seneshaw; Bachewe, Fantu Nisrane; Minten, Bart; Alemu, Dawit",2017-02-23 00:00:00,"10.1057/s41287-017-0076-5","https://www.altmetric.com/details/23514147"
392,1,1900-01-01 00:00:00,2200-01-01 00:00:00,392,"The potential of Dairy Market Hubs to improve smallholder farmers’ income in Tanzania",,"Bayiyana, I.; Hepelwa, Aloyce; Rao, E.J.O.; Mdadila, K.",2017-05-23 00:00:00,,"https://www.altmetric.com/details/21532510"
393,1,1900-01-01 00:00:00,2200-01-01 00:00:00,393,"The Maziwa Zaidi R4D Program—Testing how to improve AR4D: Where partnerships and investments fit",,"Omore, Amos",2017-05-23 00:00:00,,"https://www.altmetric.com/details/21532506"
394,1,1900-01-01 00:00:00,2200-01-01 00:00:00,394,"The ‘Mazzican’ improves the bacteriological quality of milk and contributes to higher profits",,"Laiser, M.; Omore, Amos; Kurwijila, Lusato; Mboya, N.",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20939709"
395,1,1900-01-01 00:00:00,2200-01-01 00:00:00,395,"Tanzania Livestock Master Plan: The Dairy Roadmap",,"Shapiro, B.I.; Michael, S.; Mbwambo, N.",2017-05-23 00:00:00,,"https://www.altmetric.com/details/21532509"
396,1,1900-01-01 00:00:00,2200-01-01 00:00:00,396,"Tanzania Livestock Master Plan: Milk results for the Sector Analysis (2016-2031)",,"Shapiro, B.I.",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20939726"
397,1,1900-01-01 00:00:00,2200-01-01 00:00:00,397,"Strengthening business linkages in dairy value chains",,"Sillayo, T.; Mkwama, N.; Mushi, A.",2017-05-23 00:00:00,,"https://www.altmetric.com/details/21541625"
398,1,1900-01-01 00:00:00,2200-01-01 00:00:00,398,"Steps in Conducting a Photovoice Project",,"CGIAR Research Program on Climate Change, Agriculture and Food Security- Southeast Asia (CCAFS-SEA)",2017-07-25 00:00:00,,"https://www.altmetric.com/details/23052928"
399,1,1900-01-01 00:00:00,2200-01-01 00:00:00,399,"Reinforcing participation of women in dairy production and marketing in Tanzania",,"Njehu, A.; Omore, Amos; Galie, Alessandra",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20939716"
400,1,1900-01-01 00:00:00,2200-01-01 00:00:00,400,"Reducing risk and uncertainty in milk production by smallholders in Tanzania",,"Omore, Amos; Githinji, J.W.K.; Twine, Edgar",2017-05-23 00:00:00,,"https://www.altmetric.com/details/21541639"
401,1,1900-01-01 00:00:00,2200-01-01 00:00:00,401,"Quantitative assessment of social and economic impact of African swine fever outbreaks in northern Uganda","Preventive Veterinary Medicine","Aliro, T.; Sternberg Lewerin, Susanna; Boqvist, Sofia; Masembe, Charles; Emanuelson, Ulf; Chenais, Erika; Brömssen, C. von; Ståhl, Karl; Ouma, Emily",2017-06-01 00:00:00,"10.1016/j.prevetmed.2017.06.002","https://www.altmetric.com/details/21047224"
402,1,1900-01-01 00:00:00,2200-01-01 00:00:00,402,"Production and consumption responses to policy interventions in Tanzania’s dairy industry",,"Twine, Edgar",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20939715"
403,1,1900-01-01 00:00:00,2200-01-01 00:00:00,403,"Participatory mapping of climate-related risks in Mekong River Delta",,"CGIAR Research Program on Climate Change, Agriculture and Food Security- Southeast Asia (CCAFS-SEA)",2017-08-04 00:00:00,,"https://www.altmetric.com/details/23456794"
404,1,1900-01-01 00:00:00,2200-01-01 00:00:00,404,"Multi-stakeholder architecture to transform smallholder dairy value chains in Tanzania",,"Omore, Amos; Twine, Edgar",2017-05-23 00:00:00,,"https://www.altmetric.com/details/20939717"
