pk_id_publication_info,version,date_from,date_to,id,"title","citation","Journal",year,"authors",is_ISI_journal,is_open_access,"pk","volume","issue","pages","DOI","Handle","deliverable_group"
846,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12996,"Review: Animal health and sustainable global livestock systems","Perry, B.D., Robinson, T.P. and Grace, D. 2018. Review: Animal health and sustainable global livestock systems. Animal 12(8): 1699–1708.","Animal",2018,"Perry Brian D.,Robinson Timothy P.,Grace Delia",1,0,"12996_59","12","8","1699–1708","https://dx.doi.org/10.1017/S1751731118000630","https://hdl.handle.net/10568/92401","12996"
847,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12997,"Geographical and temporal patterns of rabies post exposure prophylaxis (PEP) incidence in humans in the Mekong River Delta and Southeast Central Coast regions in Vietnam from 2005 to 2015","Hu Suk Lee, Vu Dinh Thiem, Dang Duc Anh, Tran Nhu Duong, Mihye Lee, Grace, D. and Hung Nguyen-Viet. 2018. Geographical and temporal patterns of rabies post exposure prophylaxis (PEP) incidence in humans in the Mekong River Delta and Southeast Central Coast regions in Vietnam from 2005 to 2015. PLOS ONE 13(4): e0194943.","PLOS ONE",2018," Hu Suk Lee, Vu Dinh Thiem, Dang Duc Anh, Tran Nhu Duong, Mihye Lee,Grace Delia, Hung Nguyen-Viet",1,1,"12997_59","13","4","e0194943","https://dx.doi.org/10.1371/journal.pone.0194943","https://hdl.handle.net/10568/92402","12997"
848,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12998,"The social biography of antibiotic use in smallholder dairy farms in India","Chauhan, A.S., George, M.S., Chatterjee, P., Lindahl, J., Grace, D. and Kakkar, M. 2018. The social biography of antibiotic use in smallholder dairy farms in India. Antimicrobial Resistance and Infection Control 7: 60.","Antimicrobial Resistance and Infection Control",2018,"Chauhan A.S.,George M.S.,Chatterjee P.,Lindahl Johanna F.,Grace Delia,Kakkar M.",1,1,"12998_59","7",,"60","https://doi.org/10.1186/s13756-018-0354-9","https://hdl.handle.net/10568/92506","12998"
849,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13000,"Enhanced surveillance for Rift Valley fever in livestock during El Niño rains and threat of RVF outbreak, Kenya, 2015-2016","Oyas, H., Holmstrom, L., Kemunto, N.P., Muturi, M., Mwatondo, A., Osoro, E., Bitek, A., Bett, B., Githinji, J.W., Thumbi, S.M., Widdowson, M.-A., Munyua, P.M. and Njenga, M.K. 2018. Enhanced surveillance for Rift Valley fever in livestock during El Niño rains and threat of RVF outbreak, Kenya, 2015-2016. PLOS Neglected Tropical Diseases 12(4): e0006353.","PLOS Neglected Tropical Diseases",2018,"Oyas H.,Holmstrom L.,Kemunto N.P.,Muturi M.,Mwatondo A.,Osoro E.,Bitek A.,Bett Bernard K.,Githinji J.W.K.,Thumbi S.M.,Widdowson M.-A.,Munyua P.M.,Njenga M.K.",1,1,"13000_59","12","4","e0006353","https://doi.org/10.1371/journal.pntd.0006353","https://hdl.handle.net/10568/92866","13000"
850,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13001,"Spatial, temporal, and spatiotemporal analysis of under-five diarrhea in Southern Ethiopia","Beyene, H., Deressa, W., Kumie, A. and Grace, D. 2018. Spatial, temporal, and spatiotemporal analysis of under-five diarrhea in Southern Ethiopia. Tropical Medicine and Health 46: 18.","Tropical Medicine and Health",2018,"Beyene H.,Deressa W.,Kumie A.,Grace Delia",1,1,"13001_59","46",,"18","https://doi.org/10.1186/s41182-018-0101-1","https://hdl.handle.net/10568/93119","13001"
851,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13002,"Estimation of involuntary excreta ingestion rates in farmers during agricultural practices in Vietnam","Tu Van Vu, Phuc Duc Pham, Winkler, M.S., Zurbrügg, C., Zinsstag, J., Bich Huu Tran and Hung Nguyen-Viet. 2018. Estimation of involuntary excreta ingestion rates in farmers during agricultural practices in Vietnam. Human and Ecological Risk Assessment.","Human and Ecological Risk Assessment: An International Journal",2018," Tu Van Vu, Phuc Duc Pham,Winkler M.S.,Zurbrügg C.,Zinsstag J., Bich Huu Tran, Hung Nguyen-Viet",1,1,"13002_59",,,"1-11","https://doi.org/10.1080/10807039.2018.1478274","https://hdl.handle.net/10568/93227","13002"
852,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13003,"Integrated food safety and nutrition assessments in the dairy cattle value chain in Tanzania","Häsler, B., Msalya, G., Garza, M., Fornace, K., Eltholth, M., Kurwijila, L., Rushton, J. and Grace, D. 2018. Integrated food safety and nutrition assessments in the dairy cattle value chain in Tanzania. Global Food Security 18: 102–113.","Global Food Security",2018,"Häsler B.,Msalya G.,Garza M.,Fornace K.,Eltholth M.,Kurwijila L.,Rushton Jonathan,Grace Delia",1,1,"13003_59","18",,"102-113","https://doi.org/10.1016/j.gfs.2018.05.003","https://hdl.handle.net/10568/93448","13003"
853,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13004,"Environmental limits of Rift Valley fever revealed using ecoepidemiological mechanistic models","Lo Iacono, G., Cunningham, A.A., Bett, B., Grace, D., Redding, D.W. and Wood, J.L.N. 2018. Environmental limits of Rift Valley fever revealed using ecoepidemiological mechanistic models. Proceedings of the National Academy of Sciences of the United States of America 115(31): E7448–E7456.","Proceedings of the National Academy of Sciences of the United States of America",2018,"Lo Iacono G.,Cunningham A.A.,Bett Bernard K.,Grace Delia,Redding D.W.,Wood J.L.N.",1,1,"13004_59","115","31","E7448-E7456","https://doi.org/10.1073/pnas.1803264115","https://hdl.handle.net/10568/96206","13004"
854,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13006,"Antimicrobial resistance in South East Asia: Time to ask the right questions","Kakkar, M., Chatterjee, P., Chauhan, A.S., Grace, D., Lindahl, J., Beeche, A., Jing, F. and Chotinan, S. 2018. Antimicrobial resistance in South East Asia: Time to ask the right questions. Global Health Action 11(1): 1483637.","Global Health Action",2018,"Kakkar M.,Chatterjee P.,Chauhan A.S.,Grace Delia,Lindahl Johanna F.,Beeche A.,Jing F.,Chotinan S.",1,1,"13006_59","11","1","1483637","https://doi.org/10.1080/16549716.2018.1483637","https://hdl.handle.net/10568/96302","13006"
855,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13008,"Campylobacter, a zoonotic pathogen of global importance: Prevalence and risk factors in the fast-evolving chicken meat system of Nairobi, Kenya","Carron, M., Yu-Mei Chang, Momanyi, K., Akoko, J., Kiiru, J., Bettridge, J., Chaloner, G., Rushton, J., O’Brien, S., Williams, N., Fèvre, E.M. and Häsler, B. 2018. Campylobacter, a zoonotic pathogen of global importance: Prevalence and risk factors in the fast-evolving chicken meat system of Nairobi, Kenya. PLOS Neglected Tropical Diseases 12(8): e0006658.","PLOS Neglected Tropical Diseases",2018,"Carron M., Yu-Mei Chang,Momanyi Kelvin N.,Akoko James,Kiiru J.,Bettridge Judy,Chaloner G.,Rushton Jonathan,O’Brien S.,Williams N.,Fèvre Eric M.,Häsler B.",1,1,"13008_59","12","8","e0006658","https://doi.org/10.1371/journal.pntd.0006658","https://hdl.handle.net/10568/96562","13008"
856,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13009,"Aflatoxin M1 levels in different marketed milk products in Nairobi, Kenya","Lindahl, J.F., Kagera, I.N. and Grace, D. 2018. Aflatoxin M1 levels in different marketed milk products in Nairobi, Kenya. Mycotoxin Research 34(4): 289–295.","Mycotoxin Research",2018,"Lindahl Johanna F.,Kagera I.N.,Grace Delia",1,1,"13009_59","34","4","289-295","https://doi.org/10.1007/s12550-018-0323-4","https://hdl.handle.net/10568/96892","13009"
857,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13011,"Beyond food safety: Socio-economic effects of training informal dairy vendors in Kenya","Alonso, S., Muunda, E., Ahlberg, S., Blackmore, E. and Grace, D. 2018. Beyond food safety: Socio-economic effects of training informal dairy vendors in Kenya. Global Food Security 18: 86–92.","Global Food Security",2018,"Alonso Silvia,Muunda Emmanuel M.,Ahlberg Sara,Blackmore E.,Grace Delia",1,1,"13011_59","18",,"86-92","https://doi.org/10.1016/j.gfs.2018.08.006","https://hdl.handle.net/10568/97086","13011"
858,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13012,"Crossbred cattle adoption and market participation behaviour of smallholder dairy farmers in Assam","Bayan, B. and Deka, R.P. 2018. Crossbred cattle adoption and market participation behaviour of smallholder dairy farmers in Assam. International Journal of Livestock Research 8(8): 234–242.","International Journal of Livestock Research",2018,"Bayan B.,Deka Ram Pratim",0,1,"13012_59","8","5","234","https://doi.org/10.5455/ijlr.20171122051450","https://hdl.handle.net/10568/97089","13012"
859,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13014,"A risk assessment of aflatoxin M1 exposure in low and mid-income dairy consumers in Kenya","Ahlberg, S., Grace, D., Kiarie, G., Kirino, Y. and Lindahl, J. 2018. A risk assessment of aflatoxin M1 exposure in low and mid-income dairy consumers in Kenya. Toxins 10(9): 348.","Toxins",2018,"Ahlberg Sara,Grace Delia,Kiarie G.,Lindahl Johanna F.",1,1,"13014_59","10","9","348","https://doi.org/10.3390/toxins10090348","https://hdl.handle.net/10568/97457","13014"
860,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13015,"Serotypes and antimicrobial resistance patterns of Salmonella enterica subsp. enterica in pork and related fresh-vegetable servings among pork outlets in Kampala, Uganda","Ndoboli, D., Roesel, K., Heilmann, M., Alter, T., Clausen, P.-H., Wampande, E., Grace D. and Huehn, S. 2018. Serotypes and antimicrobial resistance patterns of Salmonella enterica subsp. enterica in pork and related fresh-vegetable servings among pork outlets in Kampala, Uganda. Revue d’élevage et de médecine vétérinaire des pays tropicaux 71(1–2): 31289.","Revue d’élevage et de médecine vétérinaire des pays tropicaux",2018,"Ndoboli D.,Roesel Kristina,Heilmann M.,Alter T.,Clausen P.-H.,Wampande E.,Grace Delia,Huehn S.",1,1,"13015_59","71","1-2","103","https://doi.org/10.19182/remvt.31289","https://hdl.handle.net/10568/97462","13015"
861,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13016,"Detection of Erysipelothrix rhusiopathiae in naturally infected pigs in Kamuli District, Uganda","Musewa, A., Roesel, K., Grace, D., Dione, M. and Erume, J. 2018. Detection of Erysipelothrix rhusiopathiae in naturally infected pigs in Kamuli District, Uganda. Revue d’élevage et de médecine vétérinaire des pays tropicaux 71(1–2): 31229.","Revue d’élevage et de médecine vétérinaire des pays tropicaux ",2018,"Musewa A.,Roesel Kristina,Grace Delia,Dione Michel M.,Erume J.",1,1,"13016_59","71","1-2","97","https://doi.org/10.19182/remvt.31229","https://hdl.handle.net/10568/97463","13016"
862,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13017,"Mapping Nairobi's dairy food system: An essential analysis for policy, industry and research","Kiambi, S., Alarcon, P., Rushton, J., Murungi, M.K., Muinde, P., Akoko, J., Aboge, G., Gikonyo, S., Momanyi, K., Kang'ethe, E.K. and Fèvre, E.M. 2018. Mapping Nairobi's dairy food system: An essential analysis for policy, industry and research. Agricultural Systems 167: 47–60.","Agricultural Systems",2018,"Kiambi S.,Alarcon P.,Rushton Jonathan,Murungi Maurice K.,Muinde Patrick,Akoko James,Aboge G.,Gikonyo S.,Momanyi Kelvin N.,Kang’ethe E.K.,Fèvre Eric M.",1,1,"13017_59","167",,"47-60","https://doi.org/10.1016/j.agsy.2018.08.007","https://hdl.handle.net/10568/97522","13017"
863,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13019,"Simulating cross-contamination of cooked pork with Salmonella enterica from raw pork through home kitchen preparation in Vietnam","Sinh Dang-Xuan, Hung Nguyen-Viet, Phuc Pham-Duc, Grace, D., Unger, F., Nam Nguyen-Hai, Thanh Nguyen-Tien and Makita, K. 2018. Simulating cross-contamination of cooked pork with Salmonella enterica from raw pork through home kitchen preparation in Vietnam. International Journal of Environmental Research and Public Health 15(10): 2324.","International Journal of Environmental Research and Public Health",2018," Sinh Dang Xuan, Hung Nguyen-Viet, Phuc Pham Duc,Grace Delia,Unger Fred, Nam Nguyen-Hai, Thanh Nguyen-Tien,Makita K.",1,1,"13019_59","15","10","2324","https://doi.org/10.3390/ijerph15102324","https://hdl.handle.net/10568/97827","13019"
864,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13020,"Assessing knowledge, beliefs and practices related to the consumption of sheep and goat meat in Senegal","Traoré, S.G., Fokou, G., Ndour, A.P.N., Yougbare, B., Koné, P., Alonso, S., Roesel, K., Bakou, S.N., Dao, D., Grace, D. and Bonfoh, B. 2018. Assessing knowledge, beliefs and practices related to the consumption of sheep and goat meat in Senegal. Global Food Security 19: 64–70.","Global Food Security",2018,"Traoré Sylvain G.,Fokou Gilbert,Ndour Andrée P.N.,Yougbare B.,Koné Philippe,Alonso Silvia,Roesel Kristina,Bakou Serge N.,Dao Daouda,Grace Delia,Bonfoh Bassirou",1,1,"13020_59","19",,"64-70","https://doi.org/10.1016/j.gfs.2018.10.001","https://hdl.handle.net/10568/97924","13020"
865,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13021,"The 2018 report of the Lancet Countdown on health and climate change: Shaping the health of nations for centuries to come","Watts, N., Amann, M., Arnell, N., Ayeb-Karlsson, S., Belesova, K., Berry, H., Bouley, T., Boykoff, M., Byass, P., Cai, W., Campbell-Lendrum, D., Chambers, J., Daly, M., Dasandi, N., Davies, M., Depoux, A., Dominguez-Salas, P., Drummond, P., Ebi, K.L., Ekins, P., Fernandez Montoya, L., Fischer, H., Georgeson, L., Grace, D., Graham, H., Hamilton, I., Hartinger, S., Hess, J., Kelman, I., Kiesewetter, G., Kjellstrom, T., Kniveton, D., Lemke, B., Liang, L., Lott, M., Lowe, R., Sewe, M.O., Martinez-Urtaza, J., Maslin, M., McAllister, L., Mikhaylov, S.J., Milner, J., Moradi-Lakeh, M., Morrissey, K., Murray, K., Nilsson, M., Neville, T., Oreszczyn, T., Owfi, F., Pearman, O., Pencheon, D., Pye, S., Rabbaniha, M., Robinson, E., Rocklöv, J., Saxer, O., Schütte, S., Semenza, J.C., Shumake-Guillemot, J., Steinbach, R., Tabatabaei, M., Tomei, J., Trinanes, J., Wheeler, N., Wilkinson, P., Gong, P., Montgomery, H. and Costello, A. 2018. The 2018 report of the Lancet Countdown on health and climate change: Shaping the health of nations for centuries to come. The Lancet 392(10163): 2479–2514.","The Lancet",2018,"Watts N.,Amann M.,Arnell N.,Ayeb-Karlsson S.,Belesova K.,Berry H.,Bouley T.,Boykoff M.,Byass P.,Cai W.,Campbell-Lendrum D.,Chambers J.,Daly M.,Dasandi N.,Davies M.,Depoux A.,Domínguez-Salas Paula,Drummond P.,Ebi K.L.,Ekins P.,Fernandez Montoya L.,Fischer H.,Georgeson L.,Grace Delia,Graham H.,Hamilton I.,Hartinger S.,Hess J.,Kelman I.,Kiesewetter G.,Kjellstrom T.,Kniveton D.,Lemke B.,Liang L.,Lott M.,Lowe R.,Sewe M.O.,Martinez-Urtaza J.,Maslin M.,McAllister L.,Mikhaylov S.J.,Milner J.,Moradi-Lakeh M.,Morrissey K.,Murray K.,Nilsson M.,Neville T.,Oreszczyn T.,Owfi F.,Pearman O.,Pencheon D.,Pye S.,Rabbaniha M.,Robinson E.,Rocklöv J.,Saxer O.,Schütte S.,Semenza J.C.,Shumake-Guillemot J.,Steinbach R.,Tabatabaei M.,Tomei J.,Trinanes J.,Wheeler N.,Wilkinson P.,Gong P.,Montgomery H.,Costello A.",1,0,"13021_59","392","10163","2479-2514","https://doi.org/10.1016/S0140-6736(18)32594-7","https://hdl.handle.net/10568/98388","13021"
866,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13022,"In the search for low-cost year-round feeds: Pen-level growth performance of local and crossbred Ugandan pigs fed forage- or silage-based diets versus commercial diet","Carter, N.A., Dewey, C.E., Grace, D., Lukuyu, B., Smith, E. and Lange, C. de. 2018. In the search for low-cost year-round feeds: Pen-level growth performance of local and crossbred Ugandan pigs fed forage- or silage-based diets versus commercial diet. Journal of Agriculture and Rural Development in the Tropics and Subtropics 119(2): 23–29.","Journal of Agriculture and Rural Development in the Tropics and Subtropics",2018,"Carter Natalie A.,Dewey Catherine E.,Grace Delia,Lukuyu Ben A.,Smith Eliza,Lange Cornelis de",0,1,"13022_59","119","2","23–29","https://doi.org/10.17170/kobra-2018112824","https://hdl.handle.net/10568/98542","13022"
867,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13023,"Rift Valley fever virus—How and where virus is maintained during inter-epidemic periods","Njenga, M.K. and Bett, B. 2018. Rift Valley fever virus—How and where virus is maintained during inter-epidemic periods. Current Clinical Microbiology Reports","Current Clinical Microbiology Reports",2018,"Njenga M. Kariuki,Bett Bernard K.",1,1,"13023_59","6","1","18-24","https://doi.org/10.1007/s40588-018-0110-1","https://hdl.handle.net/10568/98544","13023"
868,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13024,"Leptospira bacteria detected in rodents in Tana River and Garissa counties of Kenya","Wainaina, M., Bett, B., Ontiri, E., Picozzi, K., Agwanda, B., Strand, T., Grace, D., Lundkvist, Å. and Lindahl, J. 2018. Leptospira bacteria detected in rodents in Tana River and Garissa counties of Kenya. Infection Ecology & Epidemiology 8(1): 1547093.","Infection Ecology & Epidemiology",2018,"Wainaina M.,Bett Bernard K.,Ontiri E.,Picozzi K.,Agwanda B.,Strand T.,Grace Delia,Lundkvist Å.,Lindahl Johanna F.",1,1,"13024_59","8","1","1547093","https://doi.org/10.1080/20008686.2018.1547093","https://hdl.handle.net/10568/98848","13024"
869,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13025,"A survey of aflatoxin M1 contamination in raw milk produced in urban and peri-urban areas of Kisumu County, Kenya","Anyango, G., Mutua, F., Kagera, I., Andang'o, P., Grace, D. and Lindahl, J.F. 2018. A survey of aflatoxin M1 contamination in raw milk produced in urban and peri-urban areas of Kisumu County, Kenya. Infection Ecology & Epidemiology 8(1): 1547094.","Infection Ecology & Epidemiology",2018,"Anyango G.,Mutua F.,Kagera I.,Andang'o P.,Grace Delia,Lindahl Johanna F.",1,1,"13025_59","8","1","1547094","https://doi.org/10.1080/20008686.2018.1547094","https://hdl.handle.net/10568/98849","13025"
870,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13030,"Identification of targets of monoclonal antibodies that inhibit adhesion and growth in Mycoplasma mycoides subspecies mycoides","Aye, R., Weldearegay, Y.B., Lutta, H.O., Chuma, F., Pich, A., Jores, J., Meens, J. and Naessens, J. 2018. Identification of targets of monoclonal antibodies that inhibit adhesion and growth in Mycoplasma mycoides subspecies mycoides. Veterinary Immunology and Immunopathology 204: 11-18","https://cgspace.cgiar.org/handle/10568/98897",2018,"Aye Racheal,Weldearegay Y.B.,Lutta H.O.,Chuma Francis,Pich A.,Jores Joerg,Meens J.,Naessens Jan",1,1,"13030_60","204",,"11-18","https://doi.org/10.1016/j.vetimm.2018.09.002","https://hdl.handle.net/10568/98897","13030"
871,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13032,"Characterization of the Theileria parva sporozoite proteome","Nyagwange, J., Tijhaar, E., Ternette, N., Mobegi, F., Tretina, K., Silva, J.C., Pelle, R. and Nene, V. 2018. Characterization of the Theileria parva sporozoite proteome. International Journal for Parasitology 48(3-4):265-273.","International Journal for Parasitology",2018,"Nyagwange James,Tijhaar Edwin,Ternette Nicola,Mobegi Fredrick,Tretina Kyle,Silva Joana C.,Pelle Roger,Nene Vishvanath",1,1,"13032_60","48","3-4","265-273","https://dx.doi.org/10.1016/j.ijpara.2017.09.007","https://hdl.handle.net/10568/89911","13032"
872,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13037,"How basis risk and spatiotemporal adverse selection influence demand for index insurance: Evidence from northern Kenya","Jensen, N.D., Mude, A.G. and Barrett, C.B. 2018. How basis risk and spatiotemporal adverse selection influence demand for index insurance: Evidence from northern Kenya. Food Policy 74:172-198.","Food Policy",2018,"Jensen Nathaniel D.,Mude Andrew G.,Barrett Christopher B.",1,1,"13037_60","74",,"172-198","https://doi.org/10.1016/j.foodpol.2018.01.002","https://hdl.handle.net/10568/90499","13037"
873,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13044,"Determinants of crop–livestock diversification in the mixed farming systems: Evidence from central highlands of Ethiopia","Mekuria, W. and Mekonnen, K. 2018. Determinants of crop–livestock diversification in the mixed farming systems: Evidence from central highlands of Ethiopia. Agriculture and Food Security 7:60.","Agriculture and Food Security",2018,"Mekuria Wuletaw,Mekonnen Kindu",0,1,"13044_60","7","1",,"https://doi.org/10.1186/s40066-018-0212-2","https://hdl.handle.net/10568/97085","13044"
874,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13046,"Assessing the relative sustainability of smallholder farming systems in Ethiopian highlands","Mutyasira, V., Hoag, D., Pendellc, D., Manning, D.T. and Berhe, M. 2018. Assessing the relative sustainability of smallholder farming systems in Ethiopian highlands. Agricultural Systems 167:83–91.","Agricultural Systems",2018,"Mutyasira Vine,Hoag Dana,Pendell Dustin L.,Manning Dale T.,Berhe Melaku",1,0,"13046_60","167",,"83-91","https://doi.org/10.1016/j.agsy.2018.08.006","https://hdl.handle.net/10568/98277","13046"
875,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13047,"Do Dairy Market Hubs improve smallholder farmers’ income? The case of dairy farmers in the Tanga and Morogoro regions of Tanzania","Bayiyana, I., Hepelwa, A., Rao, E.J.O. and Mdadila, K. 2018. Do Dairy Market Hubs improve smallholder farmers’ income? The case of dairy farmers in the Tanga and Morogoro regions of Tanzania. Agrekon: Agricultural Economics Research, Policy and Practice in Southern Africa 57(2): 121-136.","Agricultural Economics Research, Policy and Practice in Southern Africa",2018,"Bayiyana I.,Hepelwa A.,Rao E.J.O.,Mdadila K.",0,0,"13047_60","57","2","121-136","https://doi.org/10.1080/03031853.2018.1481758","https://hdl.handle.net/10568/96199","13047"
876,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13048,"Contagious bovine pleuropneumonia vaccine delivery and adoption by women and men in North-Eastern Kenya","Waithanji, E., Mtimet, N. and Muindi, P. 2018. Contagious bovine pleuropneumonia vaccine delivery and adoption by women and men in North-Eastern Kenya. European Journal of Development Research","The European Journal of Development Research",2018,"Waithanji E.,Mtimet Nadhem,Muindi P.",1,0,"13048_60","1","1","1-24","https://doi.org/10.1057/s41287-018-0157-0","https://hdl.handle.net/10568/93238","A05-4033"
877,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13049,"The role of trust and networks in developing Nicaraguan farmers’ agribusiness capacities","Landmann, D.H., Cadilhon, J-J. 2018. The role of trust and networks in developing Nicaraguan farmers’ agribusiness capacities. Journal of Agriculture and Rural Development in the Tropics and Subtropics 119(1): 65-78","Journal of Agriculture and Rural Development in the Tropics and Subtropics",2018,"Landmann Dirk H.,Cadilhon Joseph J.",1,1,"13049_60","119","1 (2018)","65–78",,"https://hdl.handle.net/10568/93239","13049"
878,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13051,"Livelihoods and food security in an urban linked, high potential region of Tanzania: Changes over a three year period","Fraval, S., Hammond, J., Lannerstad, M., Oosting, S.J., Sayula, G., Teufel, N., Silvestri, S., Poole, E.J., Herrero, M. and Wijk, M.T. van. 2018. Livelihoods and food security in an urban linked, high potential region of Tanzania: Changes over a three year period. Agricultural Systems 160: 87-95","Agricultural Systems",2018,"Fraval Simon,Hammond James,Lannerstad Mats,Oosting Simon J.,Sayula G.,Teufel Nils,Silvestri Silvia,Poole Elizabeth J.,Herrero Mario T.,Wijk Mark T. van",1,0,"13051_60","160","Feb 2018","87-95","https://doi.org/10.1016/j.agsy.2017.10.013","https://hdl.handle.net/10568/90294","A05-4013"
879,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13053,"An empirical evaluation of policy options for inclusive dairy value chain development in Nicaragua: A system dynamics approach","Lie, Helene, Rich, Karl M., van der Hoek, Rein, Dizyee, Kanar. (2018). An empirical evaluation of policy options for inclusive dairy value chain development in Nicaragua: A system dynamics approach. Agricultural Systems, 164, 193–222","Agricultural Systems ",2018,"Lie Helene,Rich Karl M.,Hoek Rein van der,Dizyee Kanar",1,1,"13053_60","164","July 2018","193-222","https://doi.org/10.1016/j.agsy.2018.03.008","https://hdl.handle.net/10568/92825","A05-4014"
880,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13060,"Population structure, genetic diversity and selection signatures within seven indigenous Pakistani goat populations","Kumar, C., Song, S., Dewani, P., Kumar, M., Parkash, O., Ma, Y., Malhi, K.K., Yang, N., Mwacharo, J.M., He, X. and Jiang, L. 2018. Population structure, genetic diversity and selection signatures within seven indigenous Pakistani goat populations. Animal Genetics 49(6): 592-604.","Animal Genetics",2018,"Kumar C.,Song S.,Dewani P.,Kumar M.,Parkash O.,Ma Y.,Malhi K.K.,Yang N.,Mwacharo Joram M.,He X.,Jiang L.",1,1,"13060_60","49","6","592-604","https://doi.org/10.1111/age.12722","https://hdl.handle.net/10568/97915","13060"
881,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13061,"Was chicken domesticated in northern China? New evidence from mitochondrial genomes","Xun-He Huang, Ya-Jiang Wu, Yong-Wang Miao, Min-Sheng Peng, Xing Chen, Dan-Lin He, Suwannapoom, C., Bing-Wang Du, Xian-Yao Li, Zhuo-Xian Weng, Si-Hua Jin, Jiao-Jiao Song, Ming-Shan Wang, Jie-Bo Chen, Wei-Na Li, Otecko, N.O., Zhao-Yu Geng, Xiang-Yong Qu, Yan-Ping Wu, Xiu-Rong Yang, Jie-Qiong Jin, Jian-Lin Han, Fu-Sheng Zhong, Xi-Quan Zhang and Ya-Ping Zhang. 2018. Was chicken domesticated in northern China? New evidence from mitochondrial genomes. Science Bulletin 63(12): 743-746","Science Bulletin",2018," Xun-He Huang, Ya-Jiang Wu, Yong-Wang Miao, Min-Sheng Peng, Xing Chen, Dan-Lin He,Suwannapoom C., Bing-Wang Du, Xian-Yao Li, Zhuo-Xian Weng, Si-Hua Jin, Jiao-Jiao Song, Ming-Shan Wang, Jie-Bo Chen, Wei-Na Li,Otecko N.O., Zhao-Yu Geng, Xiang-Yong Qu, Yan-Ping Wu, Xiu-Rong Yang, Jie-Qiong Jin, Han Jianlin, Fu-Sheng Zhong, Xi-Quan Zhang, Ya-Ping Zhang",1,1,"13061_60","63","12","743-746","https://dx.doi.org/10.1016/j.scib.2017.12.004","https://hdl.handle.net/10568/89926","13061"
882,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13062,"Identification and diversity of Y-chromosome haplotypes in Qinghai yak populations","Ma, Z.J., Xia, X.T., Chen, S.M., Zhao, X.C., Zeng, L.L., Xie, Y.L., Chao, S.Y., Xu, J.T., Sun, Y.G., Li, R.Z., Guanque, Z.X., Han, J.L. and Lei, C.Z. 2018. Identification and diversity of Y-chromosome haplotypes in Qinghai yak populations. Animal Genetics 49(6):618-622.","Animal Genetics",2018,"Ma Z.J.,Xia X.T.,Chen S.M.,Zhao X.C.,Zeng L.L.,Xie Y.L.,Chao S.Y.,Xu J.T.,Sun Y.G.,Li R.Z.,Guanque Z.X., Han Jianlin,Lei C.Z.",1,1,"13062_60","49","6","618-622","http://dx.doi.org/10.1111/age.12723","https://hdl.handle.net/10568/97874","13062"
