pk_id_publication_info;version;date_from;date_to;id;"citation";"url";is_ISI_journal;is_open_access;phase_id
73;1;1900-01-01 00:00:00;2199-12-31 23:59:59;75;"Maidment RI, Grimes D, Black E, Tarnavsky E, Young M, Greatrex H, Allan RP, Stein T, Nkonde E, Senkunda S, Alcántara EMU. 2017. A new, long-term daily satellite-based rainfall dataset for operational monitoring in Africa. Scientific Data 4:170082.";"https://doi.org/doi:10.1038/sdata.2017.63";1;1;11
74;1;1900-01-01 00:00:00;2199-12-31 23:59:59;76;"Mango Nelson, Makate C, Tamene L, Mponela P, Ndengu G. 2017. Awareness and adoption of land,soil and water conservation practices in the Chinyanja Triangle, Southern Africa . International Soil and Water Conservation Research. 5(2): 122-129.";"https://doi.org/10.1016/j.iswcr.2017.04.003";1;1;11
75;1;1900-01-01 00:00:00;2199-12-31 23:59:59;77;"Lacombe G, Polthanee A, Trébuil G. 2017. Long-term change in rainfall distribution in Northeast Thailand: will cropping systems be able to adapt?. Cahiers Agricultures 26(2): 1-10.";"https://doi.org/10.1051/cagri/2017006";1;1;11
76;1;1900-01-01 00:00:00;2199-12-31 23:59:59;78;"Lee HS, Nguyen-Viet H, Nam VS, Lee M, Won S, Duc PP, Grace D. 2017. Seasonal patterns of dengue fever and associated climate factors in 4 provinces in Vietnam from 1994 to 2013. BMC Infectious Diseases 17: 218.";"https://doi.org/10.1186/s12879-017-2326-8";1;1;11
77;1;1900-01-01 00:00:00;2199-12-31 23:59:59;79;"Shikuku KM, Winowiecki L, Twyman J, Eitzinger A, Perez JG, Mwongera C, Läderach P. 2017. Smallholder farmers’ attitudes and determinants of adaptation to climate risks in East Africa . Climate Risk Management . Elsevier BV  16: 234-245.";"https://doi.org/10.1016/j.crm.2017.03.001";1;1;11
78;1;1900-01-01 00:00:00;2199-12-31 23:59:59;80;"Janssen T, Karssen G, Topalović O, Coyne D, Bert W. 2017. Integrative taxonomy of root-knot nematodes reveals multiple independent origins of mitotic parthenogenesis. PloS ONE 12(3): e0172190.";"https://doi.org/10.1371/journal.pone.0172190";1;1;11
79;1;1900-01-01 00:00:00;2199-12-31 23:59:59;81;"Andrieu N, Sogoba B, Zougmore R, Howland FC, Samake O, Bonilla-Findji O, Lizarazo M, Nowak A, Dembele C, Corner-Dolloff C. 2017. Prioritizing investments for climate-smart agriculture: Lessons learned from Mali . Agricultural Systems 154: 13-24.";"https://doi.org/10.1016/j.agsy.2017.02.008";1;1;11
80;1;1900-01-01 00:00:00;2199-12-31 23:59:59;82;"Brandt P, Kvakić M, Butterbach-Bahl K, Rufino MC. 2017. How to target climate-smart agriculture? Concept and application of the consensus-driven decision support framework “targetCSA”. Agricultural Systems 151: 234–245";"https://doi.org/10.1016/j.agsy.2015.12.011";1;1;11
81;1;1900-01-01 00:00:00;2199-12-31 23:59:59;83;"Udomkun P, Wiredu AN, Nagle M, Bandyopadhyay R, Müller J, Vanlauwe B. 2017. Mycotoxins in sub-Saharan Africa: present situation, socio-economic impact, awareness, and outlook. Food Control 72: 110-122.";"https://doi.org/10.1016/j.foodcont.2016.07.039";0;1;11
82;1;1900-01-01 00:00:00;2199-12-31 23:59:59;84;"Loko YL, Djagoun AD, Dannon EA, Datinon B, Dansi A, Thomas-Odjo AA, Tamo M. 2017. Functional response of the predators Alloeocranum biannulipes (Hemiptera: reduviidae) and Teretrius nigrescens (Coleoptera: histeridae) feeding on Dinoderus porcellus (Coleoptera: bostrichidae) infesting yam chips. Environmental Entomology 46(1): 84-91.";"https://doi.org/10.1093/ee/nvw156";1;1;11
83;1;1900-01-01 00:00:00;2199-12-31 23:59:59;85;"Thornton P, Aggarwal P, Parsons D. 2017. Prioritising climate-smart agricultural interventions at different scales. Agricultural Systems 151: 149-152.";"https://doi.org/10.1016/j.agsy.2016.12.007";0;1;11
84;1;1900-01-01 00:00:00;2199-12-31 23:59:59;86;"Rigolot C, de Voil P, Douxchamps S, Prestwidge D, Van Wijk M, Thornton PK, Rodriguez D, Henderson B, Medina D, Herrero M. 2017. Interactions between intervention packages, climatic risk, climate change and food security in mixed cropâ€“livestock systems in Burkina Faso. Agricultural Systems 151:217-224.";"https://doi.org/10.1016/j.agsy.2015.12.017";0;1;11
85;1;1900-01-01 00:00:00;2199-12-31 23:59:59;87;"Traore B, Descheemaeker K, van Wijk MT, Corbeels M, Supit I, Giller KE. 2017. Modelling cereal crops to assess future climate risk for family food self-sufficiency in southern Mali. Field Crops Research 201:133-145.";"https://doi.org/10.1016/j.fcr.2016.11.002";0;1;11
86;1;1900-01-01 00:00:00;2199-12-31 23:59:59;88;"Fenger N, Bosselmann AS, Asare R, de Neergaard A. 2017. The impact of certification on the natural and financial capitals of Ghanaian cocoa farmers. Agroecology and Sustainable Food Systems 41(2):143-166.";"https://doi.org/10.1080/21683565.2016.1258606";0;1;11
87;1;1900-01-01 00:00:00;2199-12-31 23:59:59;89;"Van Campenhout B, Vandevelde S, Walukano W, Van Asten P. 2017. Agricultural extension messages using video on portable devices increase knowledge about seed selection, storage and handling among smallholder potato farmers in southwestern Uganda. PLoS ONE 12(1): e0169557.";"https://doi.org/10.1371/journal.pone.0169557";1;1;11
88;1;1900-01-01 00:00:00;2199-12-31 23:59:59;90;"Hu Suk Lee, Hung Nguyen-Viet, Lindahl J, Ha Minh Thanh, Tran Ngoc Khanh, Le Thi Thu Hien, Grace D. 2017. A survey of aflatoxin B1 in maize and awareness of aflatoxins in Vietnam. World Mycotoxin Journal 10(2):195-202.";"https://doi.org/10.3920/WMJ2016.2144";1;1;11
89;1;1900-01-01 00:00:00;2199-12-31 23:59:59;91;"Sobda G, Boukar O, Tongoona PB, Ayertey J, Offei KS. 2017. Quantitative trait loci (QTL) for cowpea resistance to flower bud thrips (Megalurothrips sjostedti Trybom). International Journal of Plant Breeding and Genetics 4(6):292-299.";;1;0;11
90;1;1900-01-01 00:00:00;2199-12-31 23:59:59;92;"Maruthi MN, Jeremiah SC, Mohammed IU, Legg JP. 2017. The role of the whitefly, Bemisia tabaci (Gennadius), and farmer practices in the spread of cassava brown streak ipomoviruses. Journal of Phytopathology 165(11-12) 707-717.";"https://doi.org/10.1111/jph.12609";1;1;11
91;1;1900-01-01 00:00:00;2199-12-31 23:59:59;93;"Mango N, Makate C, Lundy M, Siziba S, Nyikahadzoi K, Fatunbi AO. 2017. Collective market participation for improved income among smallholder farming households: a case of Balaka Innovation Platform in Malawi . African Crop Science Journal 25(s1): 97-108.";"https://doi.org/10.4314/acsj.v25i1.8S";1;0;11
92;1;1900-01-01 00:00:00;2199-12-31 23:59:59;94;"Eriyagama N, Thilakarathne M, Tharuka P, Munaweera T, Muthuwatta L, Smakhtin V, Premachandra WW, Pindeniya D, Wijayarathne NS, Udamulla L.  2017.  Actual and perceived causes of flood risk: climate versus anthropogenic effects in a wet zone catchment in Sri Lanka.  Water International 42(7): 874-892.";"https://doi.org/10.1080/02508060.2017.1373321";0;1;11
93;1;1900-01-01 00:00:00;2199-12-31 23:59:59;95;"Makate C, Wang R, Makate M, Mango N. 2017. Impact of drought tolerant maize adoption on maize productivity, sales and consumption in rural Zimbabwe . Agrekon 56(1): 67-81.";"https://doi.org/10.1080/03031853.2017.1283241";0;1;11
94;1;1900-01-01 00:00:00;2199-12-31 23:59:59;96;"Legg J, Ndalahwa M, Yabeja J, Ndyetabula I, Bouwmeester H, Shirima , Mtunda K. 2017. Community phytosanitation to manage cassava brown streak disease. Virus Research 241: 236-253";"https://doi.org/10.1016/j.virusres.2017.04.020";1;1;11
95;1;1900-01-01 00:00:00;2199-12-31 23:59:59;97;"Boni SB, Rugumamu CP, Gerling D, Nokoe KS, Legg, JP. 2017. Interactions between cassava mosaic geminiviruses and their vector, Bemisia tabaci (Hemiptera: Aleyrodidae). Journal of Economic Entomology 110(3): 884-892.";"https://doi.org/10.1093/jee/tox064";0;1;11
96;1;1900-01-01 00:00:00;2199-12-31 23:59:59;98;"Udomkun P, Wiredu AN, Nagle M, Müller J, Vanlauwe B, Bandyopadhyay R. 2017. Innovative technologies to manage aflatoxins in foods and feeds and the profitability of application– a review. Food Control 76: 127-138.";"https://doi.org/10.1016/j.foodcont.2017.01.008";1;1;11
97;1;1900-01-01 00:00:00;2199-12-31 23:59:59;99;"Cardenas JC, Janssen MA, Ale M, Bastakoti R, Bernal A, Chalermphol J, Gong Y, Shin H, Shivakoti G, Wang Y, Anderies JM.  2017.  Fragility of the provision of local public goods to private and collective risks.  Proceedings of the National Academy of Sciences of the United States of America  114(5):921-925.";"https://doi.org/10.1073/pnas.1614892114";1;1;11
98;1;1900-01-01 00:00:00;2199-12-31 23:59:59;100;"Souna DA, Bokonon-Ganta A, Ravallec M, Cusumano A, Pittendrigh BA, Volkoff AN,  Tamo M. 2017. An insight in the reproductive biology of Therophilus javanus (Hymenoptera, Braconidae, and Agathidinae), a potential biological control agent against the legume pod borer (Lepidoptera, Crambidae). Psyche 2017: 315634.";"https://doi.org/10.1155/2017/3156534";1;1;11
99;1;1900-01-01 00:00:00;2199-12-31 23:59:59;101;"Tembo M, Mataa, M, Legg J, Chikoti PC, Ntawuruhunga P. 2017. Cassava mosaic disease: incidence and yield performance of cassava cultivars in Zambia. Journal of Plant Pathology 99(3): 1-28.";"https://doi.org/10.4454/jpp.v99i3.3955";1;1;11
100;1;1900-01-01 00:00:00;2199-12-31 23:59:59;102;"Dongmo MAK, Bonebrake TC, Fomena A, Hanna R. 2017. Life history notes on Bicyclus dorothea Cramer (Nymphalidae: Satyrinae) in Cameroon. Tropical Lepidoptera Research, 27(1): 28-32.";;1;1;11
101;1;1900-01-01 00:00:00;2199-12-31 23:59:59;103;"Mancini C, Kidane YG, Mengistu DK, Pè ME, Fadda C, Dell’Acqua M. 2017. Joining smallholder farmers’ traditional knowledge with metric traits to select better varieties of Ethiopian wheat. Scientific Reports 7: 9120.";"https://doi.org/10.1038/s41598-017-07628-4";1;1;11
102;1;1900-01-01 00:00:00;2199-12-31 23:59:59;104;"Worqlul AW, Jeong J, Dile YT, Osorio J, Schmitter P, Gerik T, Srinivasan R, Clark N.  2017.  Assessing potential land suitable for surface irrigation using groundwater in Ethiopia.  Applied Geography 85: 1-13.";"https://doi.org/10.1016/j.apgeog.2017.05.010";1;1;11
103;1;1900-01-01 00:00:00;2199-12-31 23:59:59;105;"Mondal S, Jeganathan C, Amarnath G, Pani P.  2017.  Time-series cloud noise mapping and reduction algorithm for improved vegetation and drought monitoring 54(2): 202-229.";"https://doi.org/10.1080/15481603.2017.1286726";0;1;11
104;1;1900-01-01 00:00:00;2199-12-31 23:59:59;106;"Maiorano A, Martre P, Asseng S, Ewert F, Müller C, Rötter RP, Ruane AC, Semenov MA, Wallach D, Wang E, Alderman PD, Kassie BT, Biernath C, Basso B, Cammarano D, Challinor AJ, Doltra J, Dumont B, Rezaei EE, Gayler S, Kersebaum KC, Kimball BA, Koehler AK, Liu B, O’Leary GJ, Olesen Jorgen E, Ottman MJ, Priesack E, Reynolds M, Stratonovitch P, Streck T, Thorburn PJ, Waha K, Wall GW, White JW, Zhao Z, Zhu Y. 2017. Crop model improvement reduces the uncertainty of the response totemperature of multi-model ensembles . Field Crops Research 202 (15): 5-20.";"https://doi.org/10.1016/j.fcr.2016.05.001";0;1;11
105;1;1900-01-01 00:00:00;2199-12-31 23:59:59;107;"Valero MC, Ojo JA, Sun W, Tamò M, Coates BS, Pittendrigh BR. 2017. The complete mitochondrial genome of Anoplocnemis curvipes F.(Coreinea, Coreidae, Heteroptera), a pest of fresh cowpea pods. Mitochondrial DNA Part B: Resources 2(2): 421-423.";"https://doi.org/10.1080/23802359.2017.1347829";1;1;11
106;1;1900-01-01 00:00:00;2199-12-31 23:59:59;108;"Amarnath G, Kalanithy V, Agarwal A.  2017.  Satellite imagery+crop insurance=farmers’ gain. Geospatial World 7(3): 58-61.";;1;0;11
107;1;1900-01-01 00:00:00;2199-12-31 23:59:59;109;"Omondi JO, Mungai NW, Ouma JP, Baijukya FP. 2017. Shoot water content and reference evapotranspiration for determination of crop evapotranspiration. African Crop Science Journal 25(4): 387-403.";"https://doi.org/10.4314/acsj.v25i4.1";1;0;11
108;1;1900-01-01 00:00:00;2199-12-31 23:59:59;110;"Mango N, Mate C, Lundy M, Siziba S, Nyikahadzoi K, Fatunbi AO. 2017. Influence of multi-stakeholder innovation platform approach on smallholder farmers marketing decisions . African Crop Science Journal 25(s1): 109-123.";"https://doi.org/10.4314/acsj.v25i1.9S";1;0;11
109;1;1900-01-01 00:00:00;2199-12-31 23:59:59;111;"Makate C, Mango N. 2017. Diversity amongst farm households and achievements from multi-stakeholder innovation platform approach: lessons from Balaka Malawi . Agriculture & Food Security 6:37.";"https://doi.org/10.1186/s40066-017-0115-7";1;1;11
110;1;1900-01-01 00:00:00;2199-12-31 23:59:59;112;"Asante M, Ahiakpa JK, Amoatey C, Adjei-Nsiah S. 2017. Effect of shade and level of fertiliser application on nutrient uptake and dry matter partitioning in cocoyam (Xanthosoma saggitifolium L.). Journal of Plant Nutrition 40(16): 2313-2325.";"https://doi.org/10.1080/01904167.2016.1267749";0;1;11
111;1;1900-01-01 00:00:00;2199-12-31 23:59:59;113;"Ramcharan A, Baranowski K, McCloskey P, Ahamed B, Legg J, Hughes DP. 2017. Deep learning for image-based cassava disease detection. Frontiers in Plant Science 8:1852.";"https://doi.org/10.3389/fpls.2017.01852";1;1;11
112;1;1900-01-01 00:00:00;2199-12-31 23:59:59;114;"Parquet M, Le Coq JF. 2017. Installation des jeunes agriculteurs et pluriactivité au Costa Rica . Cahiers Agricultures  26(11):15004.";"https://doi.org/10.1051/cagri/2017003";1;1;11
113;1;1900-01-01 00:00:00;2199-12-31 23:59:59;115;"Bedmar Villanueva A, Halewood M, Lopez Noriega I. 2017. Agricultural biodiversity in climate change adaptation planning. European Journal of Sustainable Development, Vol. 6(2): 1-8.";"https://doi.org/10.14207/ejsd.2017.v6n2p1";1;1;11
114;1;1900-01-01 00:00:00;2199-12-31 23:59:59;116;"Tocko-Marabena BK, Silla S, Simiand C, Zinga I, Legg J, Reynaud B, Delatte H. 2017. Genetic diversity of Bemisia tabaci species colonizing cassava in Central African Republic characterized by analysis of cytochrome c oxidase subunit I. PLOS ONE 12(8): e0182749.";"https://doi.org/10.1371/journal.pone.0182749";1;1;11
115;1;1900-01-01 00:00:00;2199-12-31 23:59:59;117;"Nordhagena S, Pascual U, Drucker AG. 2017) Feeding the household, growing the business, or just showing off? Farmers' motivations for crop diversity choices in Papua New Guinea. Ecological Economics 137: 99-109.";"https://doi.org/10.1016/j.ecolecon.2017.02.025";0;1;11
116;1;1900-01-01 00:00:00;2199-12-31 23:59:59;118;"Carrasco LR, Nghiem L, Chen Z, Barbier EB. 2017. Unsustainable development pathways caused by tropical deforestation . Science Advances 3(7): e1602602.";"https://doi.org/10.1126/sciadv.1602602";0;1;11
117;1;1900-01-01 00:00:00;2199-12-31 23:59:59;119;"Piikki K, Winowiecki L, Vågen TG, Ramirez-Villegas J, Söderström M. 2017. Improvement of spatial modelling of crop suitability using a new digital soil map of Tanzania. South African Journal of Plant and Soil 34(4): 243-254.";"https://doi.org/10.1080/02571862.2017.1281447";1;1;11
118;1;1900-01-01 00:00:00;2199-12-31 23:59:59;120;"Thomas-Sharma S, Andrade-Piedra J, Carvajal  M, Hernandez N, John, Jeger M, Jones R, Kromann P, Legg J, Yuen J, Forbes G, Garrett KA. 2017. A risk assessment framework for seed degeneration: Informing an integrated seed health strategy for vegetatively-propagated crops . Phytopathology 107(10): 1123-1135.";"https://doi.org/10.1094/PHYTO-09-16-0340-R";1;1;11
119;1;1900-01-01 00:00:00;2199-12-31 23:59:59;121;"Fodor N, Challinor A, Droutsas I, Ramirez-Villegas J, Zabel F, Koehler AK, Foyer CH. 2017. Integrating Plant Science and Crop Modeling: Assessment of the Impact of Climate Change on Soybean and Maize Production . Plant and Cell Physiology 58(11): 1833-1847.";"https://doi.org/10.1093/pcp/pcx141";1;1;11
120;1;1900-01-01 00:00:00;2199-12-31 23:59:59;122;"Guillaume E. 2017. A case study on inclusiveness in forest management decision-making mechanisms : a comparison of certified and non-certified forests in the Republic of the Congo. International Forestry Review 19(2) : 145-157.";"https://doi.org/10.1505/146554817821255178";0;1;11
121;1;1900-01-01 00:00:00;2199-12-31 23:59:59;123;"Norton SL, Khoury CK, Sosa CC, Castañeda-Álvarez NP, Achicanoy HA, Sotelo S. 2017. Priorities for enhancing the ex situ conservation and use of Australian crop wild relatives. Australian Journal of Botany. 65(8): 638-645";"https://doi.org/10.1071/BT16236";0;1;11
122;1;1900-01-01 00:00:00;2199-12-31 23:59:59;124;"Munyahali W, Pypers P, Swennen R, Walangululu J, Vanlauwe B, Merckx R. 2017. Responses of cassava growth and yield to leaf harvesting frequency and NPK fertilizer in South Kivu, Democratic Republic of Congo. Field Crops Research 214: 194-201.";"https://doi.org/10.1016/j.fcr.2017.09.018";1;1;11
123;1;1900-01-01 00:00:00;2199-12-31 23:59:59;125;"Fleisher DH, Condori B, Quiroz R, Alva A, Asseng S, Barreda C, Bindi M, Boote KJ, Ferrise R, Franke AC, Govindakrishnan PM, Harahagazwe D, Hogenboom G, Naresh S, Merante P, Nendel C, Olesen JE, Parker PS, Raees D, Raymundo R, Ruane AC, Stockle C, Supit I, Vanuytrecht E, Wolf J, Woli P. 2017. A potato model inter-comparison across varyng climates and productivity levels. Global Change Biology 23(3): 1258-1281.";"https://doi.org/10.1111/gcb.13411";0;1;11
124;1;1900-01-01 00:00:00;2199-12-31 23:59:59;126;"Ramirez DA, Gavilan C, Barreda C, Condori B, Rossel G, Mwanga ROM, Andrade M, Monneveux P, Anglin NL, Quiroz R. 2017. Characterizing the diversity of sweetpotato through growth parameters and leaf traits: Precocity and light use efficiency as important ordination factors. South African Journal of Botany 113: 192-199.";"https://doi.org/10.1016/j.sajb.2017.08.009";0;1;11
125;1;1900-01-01 00:00:00;2199-12-31 23:59:59;127;"Loko LY, Alagbe O, Dannon EA, Datinon B, Orobiyi A, Thomas-Odjo A, Tamò M. 2017. Repellent effect and insecticidal activities of Bridelia ferruginea, Blighia sapida, and Khaya senegalensis leaves powders and extracts against Dinoderus porcellus in infested dried yam chips. Psyche: A Journal of Entomology 2017: 5468202.";"https://doi.org/10.1155/2017/5468202";1;0;11
126;1;1900-01-01 00:00:00;2199-12-31 23:59:59;128;"Togola A, Boukar O, Belko N, Chamarthi SK, Fatokun C, Tamo M, Oigiangbe N. 2017. Host plant resistance to insect pests of cowpea (Vigna unguiculata L. Walp.): achievements and future prospects. Euphytica  213(239): 1-16.";"https://doi.org/10.1007/s10681-017-2030-1";1;1;11
127;1;1900-01-01 00:00:00;2199-12-31 23:59:59;129;"Agboton C, Onzo A, Korie S, Tamò M, Vidal S. 2017. Spatial and temporal infestation rates of Apate terebrans (Coleoptera: Bostrichidae) in cashew Orchards in Benin, West Africa. African Entomology, 25(1): 24-36.";"https://doi.org/10.4001/003.025.0024";0;1;11
128;1;1900-01-01 00:00:00;2199-12-31 23:59:59;130;"Leder S, Clement F, Karki E. 2017. Reframing women’s empowerment in water security programmes in western Nepal. Gender and Development 25(2): 235-251. ";"https://doi.org/10.1080/13552074.2017.1335452";0;1;11
129;1;1900-01-01 00:00:00;2199-12-31 23:59:59;131;"Carrasco LR, Joleen C, McGrath FL, Nghiem L. 2017. Biodiversity conservation in a telecoupled world . Ecology and Society 22(3): 24.";"https://doi.org/10.5751/ES-09448-220324";1;1;11
130;1;1900-01-01 00:00:00;2199-12-31 23:59:59;132;"Vanlauwe B, AbdelGadir AH, Adewopo J, Adjei-Nsiah S, Ampadu- Boakye T, Asare R, Mutsaers HJW. 2017. Looking back and moving forward: 50 years of soil and soil fertility management research in sub-Saharan Africa. International Journal of Agricultural Sustainability 15(6): 613-631.";"https://doi.org/10.1080/14735903.2017.1393038";1;1;11
131;1;1900-01-01 00:00:00;2199-12-31 23:59:59;133;"Ghosh S, Thakur PK, Sharma R, Nandy S, Garg V, Amarnath G, Bhattacharyya S. 2017. The potential applications of satellite altimetry with SARAL [Satellite with ARGOS and ALTIKA]/AltiKa for Indian inland waters. Proceedings of the National Academy of Sciences India Section A-Physical Sciences 87(4): 661-677.";"https://doi.org/10.1007/s40010-017-0463-5";1;1;11
132;1;1900-01-01 00:00:00;2199-12-31 23:59:59;134;"Tutwiler A, Padulosi S, Hunter D. 2017 Securing sustainable and nutritious food systems through mainstreaming agricultural biodiversity: an interdisciplinary study.  The Lancet 389(2): S22.";"https://doi.org/10.1016/S0140-6736(17)31134-0";0;1;11
133;1;1900-01-01 00:00:00;2199-12-31 23:59:59;135;"Mishra AK, Pede VO. 2017. Perception of climate change and adaptation strategies in Vietnam: Are there intra-household gender differences? International Journal of Climate Change Strategies and Management 9(4):501-516.";"https://doi.org/10.1108/IJCCSM-01-2017-0014";0;1;11
134;1;1900-01-01 00:00:00;2199-12-31 23:59:59;136;"Wichern J, Van Wijk MT, Descheemaeker K, Frelat R, Van Asten PJA, Giller KE. 2017. Food availability and livelihood strategies among rural households across Uganda. Food Security 9(6): 1385–1403.";"https://doi.org/10.1007/s12571-017-0732-9";1;1;11
135;1;1900-01-01 00:00:00;2199-12-31 23:59:59;137;"Chirinda N, Arenas L, Loaiza S, Trujillo C, Katto M, Chaparro P, Nuñez J, Arango J, Martinez-Baron D, Loboguerrero AM, Becerra Lopez-Lavalle LA, Avila I, Guzmán M, Peters M, Twyman J, García M, Serna L, Escobar D, Arora D, Tapasco J, Mazabel L, Correa F, Ishitani M, Da Silva M, Graterol E, Jaramillo S, Pinto A, Zuluaga A, Lozano N, Byrnes R, LaHue G, Alvarez C, Rao I, Barahona R. 2017. Novel Technological and Management Options for Accelerating Transformational Changes in Rice and Livestock Systems. Sustainability 9(11):1891.";"https://doi.org/10.3390/su9111891";1;1;11
136;1;1900-01-01 00:00:00;2199-12-31 23:59:59;138;"Vernooy R, Sthapit B, Otieno G, Shrestha P, Gupta A. 2017. The roles of community seed banks in climate change adaption. Development in Practice 27(3): 316-327.";"https://doi.org/10.1080/09614524.2017.1294653";1;1;11
137;1;1900-01-01 00:00:00;2199-12-31 23:59:59;139;"Lee HS, Nguyen-Viet H, Lee M, Duc PP, Grace D. 2017. Seasonality of viral encephalitis and associated environmental risk factors in Son La and Thai Binh provinces in Vietnam from 2004 to 2013. American Journal of Tropical Medicine and Hygiene 96(1): 110-117.";"https://doi.org/10.4269/ajtmh.16-0471";1;1;11
138;1;1900-01-01 00:00:00;2199-12-31 23:59:59;140;"Rosenstock TS, Lamanna C, Chesterman S, Hammond J, Kadiyala S, Luedeling E, Shepherd K, DeRenzi B, Van Wijk MT . 2017. When less is more: Innovations for tracking progress toward global targets. Current Opinion in Environmental Sustainability 26-27: 54-61.";"https://doi.org/10.1016/j.cosust.2017.02.010";1;1;11
139;1;1900-01-01 00:00:00;2199-12-31 23:59:59;141;"Thornton PK, Schuetz T, Förch W, Cramer L, Abreu D, Vermeulen S, Campbell BM. 2017. Responding to global change: A theory of change approach to making agricultural research for development outcome-based. Agricultural Systems 152:145-153.";"https://doi.org/10.1016/j.agsy.2017.01.005";1;1;11
140;1;1900-01-01 00:00:00;2199-12-31 23:59:59;142;"Frank S, Havlík P, Soussana J-F, Levesque A, Valin H, Wollenberg E, Kleinwechter U, Fricko O, Gusti M, Herrero M, Smith P, Hasegawa T, Kraxner F, Obersteiner M. 2017. Reducing greenhouse gas emissions in agriculture without compromising food security? Environmental Research Letters 12:105004.";"https://doi.org/10.1088/1748-9326/aa8c83";1;1;11
141;1;1900-01-01 00:00:00;2199-12-31 23:59:59;143;"Steinke J, van Etten J, Mejia Zelan P. 2017. The accuracy of farmer-generated data in an agricultural citizen science methodology. Agronomy for Sustainable Development 37:32.";"https://doi.org/10.1007/s13593-017-0441-y";1;1;11
142;1;1900-01-01 00:00:00;2199-12-31 23:59:59;144;"Albanito F, Lebender U, Cornulier T, Sapkota TB, Brentrup F, Stirling C, Hillier J. 2017. Direct nitrous oxide emissions from tropical and sub-tropical agricultural systems - a review and modelling of emissions factors. Scientific Reports 7: 44235.";"https://doi.org/10.1038/srep44235";1;1;11
143;1;1900-01-01 00:00:00;2199-12-31 23:59:59;145;"Amarnath G, Matheswaran K, Pandey P, Alahacoon N, Yoshimoto S. 2017. Flood mapping tools for disaster preparedness and emergency response using satellite data and hydrodynamic models: a case study of Bagmathi Basin, India. Proceedings of the National Academy of Sciences India Section A-Physical Sciences 87(4):941-950.";"https://doi.org/10.1007/s40010-017-0461-7";1;1;11
144;1;1900-01-01 00:00:00;2199-12-31 23:59:59;146;"Hu Suk Lee, Lindahl, J., Hung Nguyen-Viet, Nguyen Viet Khong, Vuong Bui Nghia, Huyen Nguyen Xuan, Grace D. 2017. An investigation into aflatoxin M1 in slaughtered fattening pigs and awareness of aflatoxins in Vietnam. BMC Veterinary Research 13:363.";"https://doi.org/10.1186/s12917-017-1297-8";1;1;11
145;1;1900-01-01 00:00:00;2199-12-31 23:59:59;147;"Hu Suk Lee, Ha Hoang TT, Phuc Pham-Duc, Lee M, Grace D, Dac Cam Phung, Vu Minh Thuc, Hung Nguyen-Viet. 2017. Seasonal and geographical distribution of bacillary dysentery (shigellosis) and associated climate risk factors in Kon Tam Province in Vietnam from 1999 to 2013. Infectious Diseases of Poverty 6:113.";"https://doi.org/10.1186/s40249-017-0325-z";1;1;11
146;1;1900-01-01 00:00:00;2199-12-31 23:59:59;148;"Hu Suk Lee, Nguyen Viet Khong, Huyen Nguyen Xuan, Vuong Bui Nghia, Hung Nguyen-Viet, Grace D. 2017. Sero-prevalence of specific Leptospira serovars in fattening pigs from 5 provinces in Vietnam. BMC Veterinary Research 13:125.";"https://doi.org/10.1186/s12917-017-1044-1";1;1;11
147;1;1900-01-01 00:00:00;2199-12-31 23:59:59;149;"Blundo-Canto G, Läderach P, Waldock J, Camacho K. Learning through monitoring, evaluation and adaptations of the “Outcome Harvesting” tool = L'apprentissage par le suivi–évaluation et les adaptations de l'outil « Outcome Harvesting » . Cahiers Agricultures 26(6):65004.";"https://doi.org/10.1051/cagri/2017054";1;1;11
148;1;1900-01-01 00:00:00;2199-12-31 23:59:59;150;"Imbach P, Fung E, Hannah L, Navarro-Racines CE, Roubik DW, Ricketts TH, Harvey CA, Donatti CI, Läderach P, Locatelli B, Roehrdanz PR. 2017. Coupling of pollination services and coffee suitability under climate change. Proceedings of the National Academy of Sciences of the United States of America 114(39):10438-10442";"https://doi.org/10.1073/pnas.1617940114";1;1;11
149;1;1900-01-01 00:00:00;2199-12-31 23:59:59;151;"Bogaerts M, Cirhigiri L, Robinson I, Rodkin M, Hajjar R, Costa Junior C, Newton P. 2017. Climate change mitigation through intensified pasture management: Estimating greenhouse gas emissions on cattle farms in the Brazilian Amazon. Journal of Cleaner Production 162:1539-1550.";"https://doi.org/10.1016/j.jclepro.2017.06.130";1;1;11
150;1;1900-01-01 00:00:00;2199-12-31 23:59:59;152;"Fricko O, Havlik P, Rogelj J, Klimont Z, Gusti M, et al. 2017. The marker quantification of the Shared Socioeconomic Pathway 2: A middle-of-the-road scenario for the 21st century. Global Environmental Change 42:251–267.";"https://doi.org/10.1016/j.gloenvcha.2016.06.004";1;1;11
151;1;1900-01-01 00:00:00;2199-12-31 23:59:59;153;"Nyasimi M, Kimeli P, Sayula G, Radeny M, Kinyangi J, Mungai C. 2017. Adoption and Dissemination Pathways for Climate-Smart Agriculture Technologies and Practices for Climate-Resilient Livelihoods in Lushoto, Northeast Tanzania. Climate 5(3): 63.";"https://doi.org/10.3390/cli5030063";1;1;11
